gvkey,fyear,tic,conm,oiadp,at,ind
27980,2015,JAH,JARDEN CORP,780.7,14293.1,25
27981,2015,CHS,CHICOS FAS INC,148.172,1166.052,25
27988,2015,RPRX,REPROS THERAPEUTICS INC,-29.203,21.485,35
28004,2015,8135A,REVLON CONSUMER PRODUCTS CP,257.4,2129.9,30
28018,2015,0160A,GYMBOREE CORP,47.82,1156.744,25
28022,2015,BANF,BANCFIRST CORP/OK,150.429,6692.829,40
28027,2015,AMRN,AMARIN CORP,-98.222,173.462,35
28034,2015,CB,CHUBB LTD,3639,102366,40
28069,2015,7534B,REALTY FINANCE TRUST INC,37.201,1282.484,60
28070,2015,ASIX,ADVANSIX INC,97.36,840.986,15
28080,2015,NSU,NEVSUN RESOURCES LTD,77.582,1004.12,15
28084,2015,COUP,COUPA SOFTWARE INC,-45.253,139.926,45
28086,2015,OBLN,OBALON THERAPEUTICS INC,-14.933,14.221,35
28087,2015,MRAM,EVERSPIN TECHNOLOGIES INC,-17.536,10.961,45
28113,2015,CRSP,CRISPR THERAPEUTICS AG,-25.729,159.423,35
28118,2015,FOSL,FOSSIL GROUP INC,324.034,2355.661,25
28119,2015,GGP,GGP INC,1373.554,24073.555,60
28139,2015,SANM,SANMINA CORP,209.431,3493.264,45
28152,2015,MSL,MIDSOUTH BANCORP INC,29.321,1927.733,40
28155,2015,TCBK,TRICO BANCSHARES,108.964,4220.722,40
28169,2015,AGU,AGRIUM INC,1593,16377,15
28176,2015,ATR,APTARGROUP INC,318.61,2438.726,15
28180,2015,ORLY,O'REILLY AUTOMOTIVE INC,1533.021,6676.684,25
28191,2015,RCL,ROYAL CARIBBEAN CRUISES LTD,1286.169,20921.855,25
28192,2015,ARNC,ARCONIC INC,1061,36477,20
28194,2015,POL,POLYONE CORP,310.6,2595.1,15
28195,2015,JBL,JABIL INC,588.477,9603.207,45
28209,2015,ANIK,ANIKA THERAPEUTICS INC,48.831,235.748,35
28216,2015,RGA,REINSURANCE GROUP AMER INC,910.302,50383.152,40
28236,2015,GILT,GILAT SATELLITE NETWORKS LTD,-11.654,370.833,45
28262,2015,NTZ,NATUZZI SPA,-8.285,379.391,25
28267,2015,AVLY,ALLEGHENY VALLEY BANCORP INC,8.413,414.54,40
28272,2015,AZN,ASTRAZENECA PLC,3596,60124,35
28278,2015,GABC,GERMAN AMERICAN BANCORP INC,56.878,2373.701,40
28286,2015,PGSVY,PGS-PETROLEUM GEO-SERVICES,-1.8,2914.1,10
28295,2015,TWI,TITAN INTERNATIONAL INC,-24.279,1275.191,20
28296,2015,CWEI,CLAYTON WILLIAMS ENERGY INC,-109.592,1294.769,10
28303,2015,PERY,ELLIS PERRY INTL INC,41.564,622.447,25
28320,2015,CDW,CDW CORP,752.2,6755.3,45
28322,2015,HR,HEALTHCARE REALTY TRUST INC,101.68,2816.726,60
28323,2015,AKR,ACADIA REALTY TRUST,75.948,3032.319,60
28338,2015,RIG,TRANSOCEAN LTD,2534,26329,10
28340,2015,SKT,TANGER FACTORY OUTLET CTRS,155.909,2326.707,60
28344,2015,HHBT,HH BIOTECHNOLOGY HOLDINGS CO,0.866,46.461,60
28347,2015,FTK,FLOTEK INDUSTRIES INC,1.166,403.09,15
28349,2015,ALL,ALLSTATE CORP,3283,104656,40
28367,2015,IRTC,IRHYTHM TECHNOLOGIES INC,-21.631,37.872,35
28370,2015,PLYA,PLAYA HOTELS & RESORTS N.V,40.266,1644.024,25
28378,2015,LGF.A,LIONS GATE ENTERTAINMENT CP,-9.485,3855.508,50
28379,2015,PKY,PARKWAY INC,1.688,865.731,60
28380,2015,OFIX,ORTHOFIX MEDICAL INC,25.664,400.222,35
28383,2015,ATTU,ATTUNITY LTD,-3.752,63.158,45
28384,2015,SPNS,SAPIENS INTERNATIONAL CORP,24.62,242.271,45
28385,2015,MAGS,MAGAL SECURITY SYSTEMS,4.389,74.996,45
28397,2015,PZZA,PAPA JOHNS INTERNATIONAL INC,136.307,494.912,25
28408,2015,THRM,GENTHERM INC,121.319,646.798,25
28410,2015,BBSI,BARRETT BUSINESS SVCS INC,36.428,496.777,20
28420,2015,BL,BLACKLINE INC,-31.971,286.75,45
28423,2015,ZTO,ZTO EXPRESS (CAYM) INC -ADR,230.939,1633.614,20
28424,2015,QTNA,QUANTENNA COMMUNICATIONS INC,-6.212,46.667,45
28456,2015,SUBCY,SUBSEA 7 SA,737.4,7854.2,10
28462,2015,LBY,LIBBEY INC,70.6,852.444,25
28470,2015,RARX,RA PHARMACEUTICALS INC,-13.356,24.342,35
28475,2015,GDS,GDS HOLDINGS LTD  -ADR,-0.188,791.669,45
28477,2015,FLIR,FLIR SYSTEMS INC,307.125,2406.4,45
28485,2015,CIGI,COLLIERS INTL GROUP INC,136.448,1092.421,60
28490,2015,WAYN,WAYNE SAVINGS BANCSHARES INC,4.175,433.632,40
28499,2015,YUMC,YUM CHINA HOLDINGS INC,449,3201,25
28518,2015,SHLO,SHILOH INDUSTRIES INC,24.229,666.589,25
28520,2015,YPF,YACIMIENTOS PETE FISCALES SA,1153.922,27985.881,10
28535,2015,SIM,GRUPO SIMEC SA DE CV,-11.842,1875.22,15
28551,2015,PEER,PEERSTREAM INC,-0.471,17.264,50
28564,2015,SGY,STONE ENERGY CORP,-1356.323,1410.169,10
28590,2015,BCO,BRINKS CO,126,1946.7,20
28608,2015,PPS,POST PROPERTIES INC,113.875,2271.832,60
28620,2015,FDEF,FIRST DEFIANCE FINANCIAL CP,55.17,2297.676,40
28629,2015,CPT,CAMDEN PROPERTY TRUST,253.422,6037.612,60
28641,2015,KTEC,KEY TECHNOLOGY INC,-6.915,97.546,20
28653,2015,SHI,SINOPEC SHANGHAI PETROCHEM,599.014,4294.758,15
28656,2015,CSHEF,CHINA ENTERPRISES LTD,-0.433,103.211,25
28675,2015,TLF,TANDY LEATHER FACTORY INC,10.475,64.567,25
28704,2015,MCRI,MONARCH CASINO & RESORT INC,32.564,274.846,25
28712,2015,ATRM,ATRM HOLDINGS INC,-5.012,13.49,20
28717,2015,INOD,INNODATA INC,-2.212,51.237,45
28719,2015,CNDT,CONDUENT INC,87,9058,45
28724,2015,BLDP,BALLARD POWER SYSTEMS INC,-24.758,161.331,20
28733,2015,EQR,EQUITY RESIDENTIAL,1025.217,23157.328,60
28742,2015,BWA,BORGWARNER INC,1041.1,8841.5,25
28749,2015,FLL,FULL HOUSE RESORTS INC,3.244,142.77,25
28762,2015,SPTN,SPARTANNASH CO,140.11,1925.448,30
28769,2015,BFS,SAUL CENTERS INC,98.095,1304.145,60
28785,2015,WINA,WINMARK CORP,37.091,47.406,25
28787,2015,PFGC,PERFORMANCE FOOD GROUP CO,160.1,3390.9,30
28790,2015,LW,LAMB WESTON HOLDINGS INC,438.2,2158.3,30
28791,2015,ROYL,ROYALE ENERGY INC,-5.164,11.67,10
28795,2015,MATN,MATEON THERAPEUTICS INC,-13.682,27.453,35
28796,2015,THRSF,THUNDERBIRD RESORTS INC,-0.013,46.085,25
28806,2015,ARWR,ARROWHEAD PHARMACEUTICALS,-83.938,132.268,35
28819,2015,FTEK,FUEL TECH INC,-6.613,76.011,20
28833,2015,CLDB,CORTLAND BANCORP,10.63,612.443,40
28836,2015,SFEF,SANTA FE FINANCIAL CORP,6.433,75.886,25
28838,2015,CS,CREDIT SUISSE GROUP,11065.189,819412,40
28844,2015,KOF,COCA-COLA FEMSA SAB DE CV,1380.983,12227.334,30
28852,2015,JAGGF,JAGUAR MINING INC,-9.669,183.409,15
28853,2015,ARRS,ARRIS INTERNATIONAL PLC,240.23,4523.516,45
28866,2015,CASH,META FINANCIAL GROUP INC,58.037,2529.705,40
28877,2015,KDP,KEURIG DR PEPPER INC,807.333,4001.577,30
28883,2015,SQM,SOC QUIMICA Y MINERA DE CHI,455.603,4643.762,15
28919,2015,OKS,ONEOK PARTNERS -LP,1075.644,14927.586,10
28924,2015,BKS,BARNES & NOBLE INC,49.903,2012.782,25
28930,2015,MAR,MARRIOTT INTL INC,1372,6082,25
28938,2015,UTEK,ULTRATECH INC,-13.201,389.196,45
28940,2015,BDC,BELDEN INC,196.088,3315.841,45
28967,2015,QCRH,QCR HOLDINGS INC,39.992,2593.198,40
29004,2015,VREX,VAREX IMAGING CORP,132.5,583.6,35
29011,2015,BYD,BOYD GAMING CORP,292.123,4350.9,25
29013,2015,CKPT,CHECKPOINT THERAPEUTICS INC,-8.397,50.654,35
29015,2015,DECK,DECKERS OUTDOOR CORP,191.316,1278.068,25
29028,2015,COST,COSTCO WHOLESALE CORP,3624,33440,30
29039,2015,ENIA,ENEL AMERICAS SA,1827.933,21814.206,55
29040,2015,SDI,STANDARD DIVERSIFIED INC,-1.216,23.513,30
29052,2015,LXP,LEXINGTON REALTY TRUST,143.63,3830.235,60
29061,2015,RVSB,RIVERVIEW BANCORP INC,14.016,921.229,40
29082,2015,CBL,CBL & ASSOCIATES PPTYS INC,300.922,6479.991,60
29086,2015,PTN,PALATIN TECHNOLOGIES INC,-17.285,29.474,35
29097,2015,PRE,PARTNERRE LTD,642.111,21406.043,40
29099,2015,REG,REGENCY CENTERS CORP,228.763,4191.074,60
29101,2015,FFIN,FIRST FINL BANKSHARES INC,166.602,6665.07,40
29108,2015,PTEN,PATTERSON-UTI ENERGY INC,-280.764,4533.317,10
29127,2015,INCY,INCYTE CORP,50.651,1007.44,35
29129,2015,NYNY,EMPIRE RESORTS INC,-33.96,65.418,25
29131,2015,ROCK,GIBRALTAR INDUSTRIES INC,59.938,889.772,20
29133,2015,ITRI,ITRON INC,40.045,1681.363,45
29138,2015,WRD,WILDHORSE RES DVLPT,-36.161,427.85,10
29150,2015,URBN,URBAN OUTFITTERS INC,353.579,1833.301,25
29151,2015,CNTY,CENTURY CASINOS INC,13.128,187.083,25
29155,2015,CARS,CARS.COM INC,164.459,2473.667,50
29156,2015,UFPI,UNIVERSAL FOREST PRODS INC,135.639,1107.679,20
29173,2015,NFX,NEWFIELD EXPLORATION CO,-5034,4768,10
29191,2015,ICHR,ICHOR HOLDINGS LTD,14.699,198.023,45
29194,2015,TEO,TELECOM ARGENTINA,492.8,2961.805,50
29206,2015,FWRD,FORWARD AIR CORP,105.315,700.171,20
29207,2015,BYSI,BEYONDSPRING INC,-7.475,10.97,35
29211,2015,BPFH,BOSTON PRIVATE FINL HOLDINGS,129.723,7542.508,40
29217,2015,SCHN,SCHNITZER STEEL INDS  -CL A,0.129,962.299,15
29241,2015,VIAV,VIAVI SOLUTIONS INC,23.7,2217.8,45
29246,2015,AF,ASTORIA FINANCIAL CORP,164.163,15076.211,40
29268,2015,WMAR,WEST MARINE INC,7.746,391.815,25
29272,2015,OPTV,OPTIV INC -REDH,68.042,1155.734,45
29282,2015,NYCB,NEW YORK CMNTY BANCORP INC,151.942,50317.796,40
29286,2015,BFR,BBVA BANCO FRANCES SA,697.841,8526.687,40
29300,2015,WVFC,WVS FINANCIAL CORP,3.133,329.716,40
29332,2015,PRKR,PARKERVISION INC,-16.753,10.373,45
29359,2015,SUI,SUN COMMUNITIES INC,159.933,4190.551,60
29375,2015,CASA,CASA SYSTEMS INC,103.071,283.097,45
29378,2015,BSTI,BEST INC ADS,-162.374,352.987,20
29382,2015,SHOO,MADDEN STEVEN LTD,169.117,914.385,25
29389,2015,SPG,SIMON PROPERTY GROUP INC,2953.679,30650.673,60
29392,2015,EMN,EASTMAN CHEMICAL CO,1602,15611,15
29446,2015,OKSB,SOUTHWEST BANCORP INC,37.678,2357.022,40
29449,2015,UFPT,UFP TECHNOLOGIES INC,13.446,119.95,15
29453,2015,LNG,CHENIERE ENERGY INC,-357.996,19019.589,10
29466,2015,FBSI,FIRST BANCSHARES INC/MO,2.124,213.03,40
29499,2015,CFBI,COMMUNITY FST BNCSH INC,5.3,226.337,40
29508,2015,PCSB,PCSB FINANCIAL CORP,6.748,1200.75,40
29513,2015,KSBI,KS BANCORP INC,4.982,337.434,40
29517,2015,MED,MEDIFAST INC,30.768,117.326,30
29524,2015,FRAC,KEANE GROUP INC,-30.875,324.795,10
29525,2015,3FCBS,FIRST CENTURY BANKSHARES INC,7.803,406.139,40
29537,2015,TRVG,TRIVAGO N.V. -ADR,-51.113,825.561,50
29555,2015,UGI1,UGI UTILITIES INC,232.798,2508.178,55
29565,2015,JAG,JAGGED PEAK ENERGY INC,-8.35,327.732,10
29569,2015,YTRA,YATRA ONLINE INC,-18.805,80.815,25
29576,2015,NODK,NI HOLDINGS INC,25.873,258.624,40
29584,2015,KP,KLEOPATRA HOLDING 2 SCA-REDH,100.664,1361.908,15
29598,2015,ICCH,ICC HOLDING INC,3.152,123.373,40
29609,2015,HAIN,HAIN CELESTIAL GROUP INC,301.716,3097.27,30
29612,2015,CGIP,CELADON GROUP INC,42.166,1175.689,20
29613,2015,CACB,CASCADE BANCORP,51.711,2468.029,40
29614,2015,BRRGF,BRIO GOLD INC,-48.981,473.577,15
29621,2015,STCN,STEEL CONNECT INC,-3.76,446.502,45
29627,2015,MCZAF,MAD CATZ INTERACTIVE INC,-6.373,55.003,25
29630,2015,APPD,APPDYNAMICS INC-REDH,-126.724,280.703,45
29649,2015,MAA,MID-AMERICA APT CMNTYS INC,287.761,6847.781,60
29670,2015,METC,RAMACO RESOURCES INC,-2.333,20.352,15
29675,2015,DWOG,DEEP WELL OIL & GAS INC,-1.904,23.684,10
29684,2015,JNCE,JOUNCE THERAPEUTICS INC,-30.396,52.975,35
29687,2015,APEN,APOLLO ENDOSURGERY INC,-16.683,105.188,35
29692,2015,WEBC,WEBCO INDUSTRIES INC,4.867,289.174,15
29696,2015,BBRX,BRAEBURN PHARMTICL INC-REDH,-38.313,14.09,35
29698,2015,SGMA,SIGMATRON INTERNATIONAL INC,4.324,136.862,45
29705,2015,DAKT,DAKTRONICS INC,2.79,349.948,45
29710,2015,HNT,HEALTH NET INC,606.121,6397.646,35
29718,2015,OBSV,OBSEVA SA,-19.829,71.59,35
29722,2015,DSPG,DSP GROUP INC,1.114,183.962,45
29733,2015,MLM,MARTIN MARIETTA MATERIALS,503.533,6961.732,15
29734,2015,MINI,MOBILE MINI INC,126.856,1979.222,20
29736,2015,TSCO,TRACTOR SUPPLY CO,650.508,2370.826,25
29751,2015,ALB,ALBEMARLE CORP,655.069,9615.014,15
29755,2015,BZH,BEAZER HOMES USA INC,65.169,2421.203,25
29762,2015,ARTX,AROTECH CORP,-1.503,117.493,20
29789,2015,ARCAY,ARCADIS NV,162.371,3071.693,20
29791,2015,QLGC,QLOGIC CORP,60.603,823.868,45
29804,2015,IVZ,INVESCO LTD,1386,25073.2,40
29817,2015,HVBC,HV BANCORP INC,4.018,167.298,40
29819,2015,BIVV,BIOVERATIV INC,98,475.6,35
29830,2015,WRK,WESTROCK CO,1111.3,25356.8,15
29835,2015,FBM,FOUNDATION BLDG MRL INC,34.917,763.387,20
29837,2015,BCRX,BIOCRYST PHARMACEUTICALS INC,-39.444,124.555,35
29850,2015,TV,GRUPO TELEVISA SAB,1109.253,16369.512,50
29855,2015,FMNB,FARMERS NATL BANC CORP/OH,29.692,1869.902,40
29868,2015,MAC,MACERICH CO,355.012,11258.576,60
29870,2015,ZEUS,OLYMPIC STEEL INC,-2.828,513.47,15
29875,2015,AVB,AVALONBAY COMMUNITIES INC,756.659,16931.305,60
29887,2015,TW,TOWERS WATSON & CO,595.585,5394.174,20
29894,2015,NNBR,NN INC,52.56,1393.526,20
29900,2015,CBRI,CMTSU LIQUIDATION INC,15.395,502.271,45
29901,2015,CPRT,COPART INC,344.991,1799.952,20
29910,2015,SCSC,SCANSOURCE INC,107.362,1476.941,45
29917,2015,CEFC,COMMERCIAL NATIONAL FINL CP,6.257,385.169,40
29921,2015,RVLT,REVOLUTION LIGHTING TECHNLGS,1.049,177.635,20
29930,2015,MPAA,MOTORCAR PARTS OF AMER INC,46.284,413.372,25
29944,2015,BMBN,BENCHMARK BANKSHARES INC,14.822,538.733,40
29946,2015,LARK,LANDMARK BANCORP INC/KS,21.627,878.376,40
29955,2015,BHC,BAUSCH HEALTH COMPANIES INC,2800.4,48964.5,35
29962,2015,LMNR,LIMONEIRA CO,4.583,269.526,30
29964,2015,GPIC,GAMING PARTNERS INTL CORP,9.909,77.244,25
29968,2015,AKS,AK STEEL HOLDING CORP,114.8,4084.4,15
29984,2015,PLD,PROLOGIS INC,564.918,31394.767,60
29994,2015,FMBH,FIRST MID ILL BANCSHARES INC,39.498,2114.499,40
30004,2015,INVH,INVITATION HOMES INC,114.377,9796.978,60
30007,2015,VVUS,VIVUS INC,-28.216,280.581,35
30024,2015,MIICF,MILLICOM INTL CELLULAR SA,926,10363,50
30029,2015,NMRX,NUMEREX CORP  -CL A,-3.596,111.627,45
30030,2015,SILC,SILICOM LTD,16.073,139.998,45
30032,2015,EXP,EAGLE MATERIALS INC,230.265,1883.635,15
30055,2015,SMBC,SOUTHERN MISSOURI BANCP INC,25.061,1300.064,40
30059,2015,AEO,AMERN EAGLE OUTFITTERS INC,310.456,1612.246,25
30067,2015,ADC,AGREE REALTY CORP,40.115,792.55,60
30076,2015,HLNE,HAMILTON LANE INC,61.834,196.636,40
30082,2015,DNBF,DNB FINANCIAL CORP,11.841,748.818,40
30091,2015,SNAP,SNAP INC,-365.329,938.936,50
30098,2015,GDI,GARDNER DENVER HOLDINGS INC,236.723,4462.046,20
30137,2015,NKTR,NEKTAR THERAPEUTICS,-26.371,502.061,35
30140,2015,LYBC,LYONS BANCORP INC,16.691,868.161,40
30145,2015,PUMP,PROPETRO HOLDING CORP,8.776,446.454,10
30146,2015,ITG,INVESTMENT TECHNOLOGY GP INC,40.554,1709.022,40
30169,2015,ITXN,INTERNATIONAL TEXTLE GRP INC,39.75,309.403,25
30170,2015,FLEX,FLEX LTD,587.206,12384.981,45
30175,2015,DVCR,DIVERSICARE HEALTHCARE SVCS,7.431,138.051,35
30188,2015,PULB,PULASKI FINANCIAL CORP,22.639,1521.694,40
30205,2015,DSCI,DERMA SCIENCES INC,-19.502,114.78,35
30218,2015,BSAC,BANCO SANTANDER-CHILE,1140.056,48908.376,40
30220,2015,SYPR,SYPRIS SOLUTIONS INC,-28.306,68.112,25
30222,2015,ABCB,AMERIS BANCORP,128.862,5588.94,40
30223,2015,SACH,SACHEM CAPITAL CORP,2.565,30.795,40
30236,2015,APHB,AMPLIPHI BIOSCIENCES CORP,-9.938,31.493,35
30259,2015,PENN,PENN NATIONAL GAMING INC,504.414,5138.752,25
30260,2015,SSD,SIMPSON MANUFACTURING INC,114.287,961.309,20
30281,2015,LJPC,LA JOLLA PHARMACEUTICAL CO,-41.969,129.347,35
30284,2015,LBRT,LIBERTY OILFIELD SVS,-3.137,296.971,10
30293,2015,ESS,ESSEX PROPERTY TRUST,369.952,12005.091,60
30298,2015,HIW,HIGHWOODS PROPERTIES INC,156.217,4493.432,60
30312,2015,IMAX,IMAX CORP,88.601,931.02,50
30328,2015,COB,COMMUNITYONE BANCORP,26.136,2397.265,40
30354,2015,LPT,LIBERTY PROPERTY TRUST,283.144,6557.629,60
30384,2015,FR,FIRST INDL REALTY TRUST INC,110.045,2718.051,60
30397,2015,HCC,WARRIOR MET COAL INC,-305.694,802.137,15
30398,2015,FALC,FALCONSTOR SOFTWARE INC,-1.111,30.426,45
30401,2015,NETS,NETSHOES CAYMAN LTD,-15.295,281.254,25
30416,2015,HMNF,HMN FINANCIAL INC,8.73,643.161,40
30435,2015,JILL,J JILL INC,48.314,582.032,25
30436,2015,AKO.B,EMBOTELLADORA ANDINA SA,304.422,3119.618,30
30443,2015,FDP,FRESH DEL MONTE PRODUCE INC,158.4,2596.1,30
30452,2015,BBD,BRADESCO BANCO,23710.224,257345.468,40
30463,2015,GBX,GREENBRIER COMPANIES INC,391.762,1790.512,20
30466,2015,CDG,BIO PAPPEL SAB DE CV,105.541,1610.843,15
30473,2015,XPL,SOLITARIO EXPLORATION & RLTY,-2.065,18.054,15
30477,2015,MATW,MATTHEWS INTL CORP  -CL A,143.734,2163.018,20
30490,2015,AIV,APARTMENT INVST & MGMT CO,263.164,6144.194,60
30495,2015,FCH,FELCOR LODGING TRUST INC,87.57,1883.977,60
30501,2015,KB,KB FINANCIAL GROUP,5004.636,281430.542,40
30535,2015,MULE,MULESOFT INC,-64.068,174.049,45
30536,2015,GEO,GEO GROUP INC,238.729,3503.342,60
30538,2015,EOCC,ENEL GENERACION CHILE SA,567.368,10277.624,55
30547,2015,SOI,SOLARIS OILFIELD IF INC,-1.213,70.553,10
30554,2015,TARO,TARO PHARMACEUTICL INDS LTD,617.483,2188.033,35
30558,2015,MLR,MILLER INDUSTRIES INC/TN,26.122,270.855,20
30571,2015,ARD,ARDAGH GROUP SA,522.319,7321.138,15
30576,2015,ADTN,ADTRAN INC,16.545,632.904,45
30580,2015,ITUB,ITAU UNIBANCO HLDG SA,9317.05,322384.007,40
30582,2015,NBGGY,NATIONAL BANK OF GREECE,-2952.562,120786.829,40
30612,2015,AMED,AMEDISYS INC,68.102,685.085,35
30614,2015,EFOI,ENERGY FOCUS INC,9.808,55.702,20
30622,2015,YEXT,YEXT INC,-26.138,85.497,45
30637,2015,CLI,MACK-CALI REALTY CORP,-98.71,4063.49,60
30640,2015,METR,METRO BANCORP INC,68.121,2905.373,40
30647,2015,PNBK,PATRIOT NATIONAL BANCORP INC,8.604,653.531,40
30651,2015,DAR,DARLING INGREDIENTS INC,150.943,4789.602,30
30655,2015,AYX,ALTERYX INC,-21.086,97.138,45
30662,2015,SIRI,SIRIUS XM HOLDINGS INC,1295.236,8046.662,50
30666,2015,WVVI,WILLAMETTE VALLEY VINEYARDS,3.269,38.679,30
30671,2015,RS,RELIANCE STEEL & ALUMINUM CO,584.2,7121.6,15
30674,2015,ARIA,ARIAD PHARMACEUTICALS INC,-217.276,546.692,35
30701,2015,TIXC,TIX CORP,5.531,23.403,50
30710,2015,MTSN,MATTSON TECHNOLOGY INC,14.046,123.313,45
30714,2015,TESS,TESSCO TECHNOLOGIES INC,10.576,169.416,45
30736,2015,OKTA,OKTA INC,-75.988,149.763,45
30747,2015,HNP,HUANENG POWER INTERNATIONAL,4498.892,47680.749,55
30778,2015,CETV,CENTRAL EUROPEAN MEDIA,96.297,1454.201,50
30797,2015,TENG,TRANS ENERGY INC,-13.016,96.863,10
30806,2015,FBR,FIBRIA CELULOSE SA,883.891,7434.137,15
30822,2015,O,REALTY INCOME CORP,498.86,11865.87,60
30830,2015,TOCA,TOCAGEN INC,-22.954,62.175,35
30838,2015,TGS,TRANSPORTADORA DE GAS SUR,52.995,511.786,10
30847,2015,SSYS,STRATASYS LTD,-118.766,1414.356,45
30857,2015,CARV,CARVER BANCORP INC,8.085,741.728,40
30861,2015,KNX,KNIGHT-SWIFT TRPTN HLDGS INC,169.817,1120.232,20
30870,2015,AZPN,ASPEN TECHNOLOGY INC,179.792,315.361,45
30874,2015,KEP,KEPCO-KOREA ELEC POWER CORP,9382.633,149887.419,55
30877,2015,CVTI,COVENANT TRANSPORTATION GRP,67.156,647.423,20
30888,2015,LION,FIDELITY SOUTHERN CORP,111.716,3849.063,40
30899,2015,HDSN,HUDSON TECHNOLOGIES INC,8.181,85.011,20
30923,2015,FTI,TECHNIPFMC PLC,813.556,14843.167,10
30932,2015,NWBI,NORTHWEST BANCSHARES INC,162.93,8951.899,40
30950,2015,MEG,MEDIA GENERAL INC,164.046,4408.352,25
30962,2015,CADE,CADENCE BANCORPORATION,116.888,8811.511,40
30964,2015,SMDM,SINGING MACHINE CO INC,1.959,10.462,25
30990,2015,COF,CAPITAL ONE FINANCIAL CORP,6796,334048,40
30998,2015,EEX,EMERALD EXPSTNS EVENTS,95.936,1538.095,50
30999,2015,CVNA,CARVANA CO,-35.332,136.012,25
31004,2015,CLDR,CLOUDERA INC,-204.637,512.887,45
31005,2015,NCSM,NCS MULTISTAGE HLDG INC,-5.353,332.537,10
31028,2015,DIMC,DIMECO INC,11.587,613.352,40
31056,2015,IPCFF,INTERNATIONAL PETROLEUM,-236.254,818.564,10
31059,2015,ZYME,ZYMEWORKS INC,-19.96,23.149,35
31060,2015,XRF,CHINA RAPID FNC- ADR,-27.419,68.272,40
31061,2015,URGN,UROGEN PHARMA LTD,-12.41,19.39,35
31091,2015,VERI,VERITONE INC,-5.79,28.266,45
31095,2015,CDOR,CONDOR HOSPITALITY TR INC,-0.496,143.871,60
31099,2015,CPHC,CANTERBURY PARK HOLDING CORP,3.112,45.341,25
31102,2015,PTGEF,PORTAGE BIOTECH INC,-9.188,12.629,35
31108,2015,FPH,FIVE POINT HOLDINGS LLC,2.85,441.851,60
31112,2015,OVID,OVID THRPUTCS INC,-13.19,70.377,35
31122,2015,APOL,APOLLO EDUCATION GROUP INC,203.045,2204.795,25
31137,2015,SKYAY,SKY PLC,1788.16,24153.527,50
31142,2015,STM,STMICROELECTRONICS NV,152,8195,45
31170,2015,USAP,UNVL STAINLESS & ALLOY PRODS,-4.856,298.555,15
31172,2015,LTFD,LITTLEFIELD CORP,0.057,12.463,25
31189,2015,TWOC,TRANS WORLD CORP/NV,5.309,55.239,25
31203,2015,SWC,STILLWATER MINING CO,-17.88,1282.21,15
31205,2015,FMX,FOMENTO ECONOMICO MEXICANO,2025.181,23805.292,30
31214,2015,MIND,MITCHAM INDUSTRIES INC,-20.649,134.759,10
31218,2015,STBI,STURGIS BANCORP INC,6.775,368.559,40
31224,2015,ESINQ,ITT EDUCATIONAL SERVICES INC,110.457,664.014,25
31227,2015,NTRI,NUTRISYSTEM INC,42.905,129.893,25
31236,2015,APPN,APPIAN CORPORATION,-4.842,83.4,45
31242,2015,HEOP,HERITAGE OAKS BANCORP,38.233,1899.739,40
31251,2015,KREF,KKR REAL ESTATE FIN TR INC,18.119,4716.927,40
31255,2015,TSEM,TOWER SEMICONDUCTOR LTD,80.903,966.224,45
31265,2015,GNTY,GUARANTY BANCSHARES INC,24.221,1682.64,40
31266,2015,RLLMF,REAL MATTERS INC,1.097,78.752,25
31292,2015,ASV,ASV HOLDINGS INC,5.496,120.634,20
31294,2015,GTHX,G1 THERAPEUTICS INC,-15.424,23.897,35
31317,2015,BEDU,BRIGHT SCHOLAR EDU-ADR,-11.07,171.455,25
31337,2015,GLGI,GREYSTONE LOGISTICS INC,2.194,19.9,15
31338,2015,MSSNF,MASON RESOURCES CORPORATION,-6.3,49.928,15
31358,2015,FMCB,FARMERS & MERCHANTS BANCORP,52.769,2615.345,40
31360,2015,FBTT,FIRST BANKERS TRUSTSHARES,18.636,906.672,40
31368,2015,HAFC,HANMI FINANCIAL CORP,109.252,4234.521,40
31384,2015,SMHI,SEACOR MARINE HLDGS INC,-21.918,1208.15,10
31385,2015,JUVF,JUNIATA VALLEY FINANCIAL CP,9.216,583.928,40
31386,2015,AGS,PLAYAGS INC,-16.273,711.147,25
31405,2015,ATNX,ATHENEX INC,-48.317,120.431,35
31418,2015,PRPH,PROPHASE LABS INC,-3.584,14.829,35
31424,2015,CYD,CHINA YUCHAI INTERNATIONAL,125.434,2904.628,20
31442,2015,OMP,OASIS MIDSTREAM PARTNR,60.168,280.763,10
31453,2015,NSIT,INSIGHT ENTERPRISES INC,132.226,2014.017,45
31457,2015,SSTI,SHOTSPOTTER INC,-5.52,14.556,45
31460,2015,RCII,RENT-A-CENTER INC,201.61,1987.008,25
31466,2015,WOW,WIDEOPENWEST INC,205.4,2684.7,50
31477,2015,BRKS,BROOKS AUTOMATION INC,23.827,759.654,45
31494,2015,SGH,SMART GLOBAL HOLDINGS INC,0.403,564.707,45
31507,2015,NINE,NINE ENERGY SERVICE INC,-5.161,658.434,10
31516,2015,MYMX,MYMETICS CORP,-0.197,12.714,35
31519,2015,AUY,YAMANA GOLD INC,-2557.9,9518.1,15
31521,2015,INTL,INTL FCSTONE INC,97,5070,40
